cv_id,jd_id,matched_weight,required_weight,match_ratio,missing_required_skills_count,missing_hard_skills,missing_soft_skills,required_hard_skills,required_soft_skills,required_skill_count,soft_skill_match_score,missing_soft_skills_new,missing_soft_skills_count_new,domain,final_score,target
1,13,3,8,0.375,5,"['systems engineering', 'sales', 'microsoft office', 'crm systems', 'applications']",['problem solving'],"['ai', 'reporting', 'systems engineering', 'sales', 'project management', 'microsoft office', 'crm systems', 'applications']","['teamwork', 'problem solving', 'leadership', 'customer focus', 'analytical thinking', 'growth mindset']",14,0.6575037057443005,"['problem solving', 'analytical thinking']",2,Business,0.5162518528721503,0
1,14,3,5,0.6,2,"['software development', 'engineering']","['communication', 'adaptability']","['software development', 'ai', 'engineering', 'project management', 'software tools']","['communication', 'teamwork', 'adaptability', 'organizational skills']",9,0.766775551776642,[],0,Creative,0.7250816638324815,1
1,15,2,5,0.4,3,"['sales', 'product management', 'microsoft office']","['communication', 'time management', 'attention to detail', 'work ethic']","['ai', 'reporting', 'sales', 'product management', 'microsoft office']","['communication', 'teamwork', 'leadership', 'time management', 'attention to detail', 'analytical thinking', 'work ethic', 'growth mindset']",13,0.6614564490029562,"['attention to detail', 'analytical thinking']",2,Business,0.5307282245014782,0
1,16,4,6,0.6666666666666666,2,"['systems engineering', 'accounting']","['problem solving', 'work ethic']","['data analysis', 'ai', 'reporting', 'systems engineering', 'financial analysis', 'accounting']","['teamwork', 'problem solving', 'leadership', 'customer focus', 'organizational skills', 'analytical thinking', 'work ethic', 'collaboration', 'growth mindset']",15,0.6835431129775568,"['problem solving', 'analytical thinking']",2,Finance,0.6725734228754782,1
1,17,4,6,0.6666666666666666,2,"['sales', 'product management']","['communication', 'problem solving', 'time management', 'attention to detail', 'work ethic']","['ai', 'financial analysis', 'sales', 'product management', 'project management', 'human resources']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills', 'analytical thinking', 'work ethic', 'collaboration', 'growth mindset']",18,0.6708094138599421,"['problem solving', 'attention to detail', 'analytical thinking']",3,Creative,0.6697737270616232,1
1,18,3,5,0.6,2,"['accounting', 'microsoft office']",[],"['ai', 'reporting', 'financial analysis', 'accounting', 'microsoft office']",['leadership'],6,0.6531365191700361,[],0,Finance,0.6185977817095126,1
1,19,1,3,0.3333333333333333,2,"['sales', 'product management']","['communication', 'problem solving', 'work ethic']","['ai', 'sales', 'product management']","['communication', 'teamwork', 'problem solving', 'leadership', 'customer focus', 'analytical thinking', 'work ethic', 'growth mindset']",11,0.6660646732044205,"['problem solving', 'analytical thinking']",2,Business,0.49969900326887695,0
1,20,2,8,0.25,6,"['testing', 'systems engineering', 'networking', 'sales', 'product management', 'operations management']","['problem solving', 'attention to detail']","['testing', 'ai', 'systems engineering', 'networking', 'financial analysis', 'sales', 'product management', 'operations management']","['teamwork', 'problem solving', 'customer focus', 'attention to detail', 'organizational skills', 'collaboration', 'growth mindset']",15,0.6983325590292987,"['problem solving', 'attention to detail']",2,Business,0.47416627951464935,0
1,21,3,4,0.75,1,['operations management'],"['communication', 'attention to detail']","['ai', 'operations management', 'recruitment', 'human resources']","['communication', 'teamwork', 'attention to detail', 'organizational skills']",8,0.6897007791950938,['attention to detail'],1,HR,0.7077905454365656,1
1,22,1,1,1.0,0,[],['time management'],['ai'],"['leadership', 'time management']",3,0.6987548006515287,[],0,Administrative,0.8192528803909173,1
1,23,2,5,0.4,3,"['code', 'engineering', 'microsoft office']",['attention to detail'],"['code', 'engineering', 'project management', 'microsoft office', 'human resources']","['teamwork', 'leadership', 'attention to detail', 'collaboration']",9,0.6866410257117539,['attention to detail'],1,Engineering,0.48599230771352614,0
1,24,6,6,1.0,0,[],[],"['data analysis', 'ai', 'models', 'reporting', 'financial analysis', 'project management']","['leadership', 'analytical thinking']",8,0.5167584099058169,['analytical thinking'],1,Finance,0.830865443467036,1
1,25,1,5,0.2,4,"['software development', 'systems engineering', 'operations management', 'microsoft office']","['problem solving', 'time management', 'attention to detail']","['software development', 'ai', 'systems engineering', 'operations management', 'microsoft office']","['teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills']",12,0.6868062135865858,"['problem solving', 'attention to detail']",2,Support,0.54076434951061,0
1,26,4,10,0.4,6,"['backend development', 'web development', 'code', 'systems engineering', 'applications', 'technology platforms']","['problem solving', 'adaptability', 'attention to detail']","['backend development', 'web development', 'code', 'ai', 'systems engineering', 'financial analysis', 'project management', 'applications', 'technology platforms', 'human resources']","['teamwork', 'problem solving', 'leadership', 'customer focus', 'adaptability', 'attention to detail', 'analytical thinking', 'collaboration', 'growth mindset']",19,0.6663936250603332,"['problem solving', 'attention to detail', 'analytical thinking']",3,Engineering,0.47991808751809995,0
1,27,1,4,0.25,3,"['sales', 'microsoft office', 'applications']","['communication', 'attention to detail']","['sales', 'project management', 'microsoft office', 'applications']","['communication', 'teamwork', 'leadership', 'customer focus', 'attention to detail', 'organizational skills', 'analytical thinking', 'collaboration', 'growth mindset']",13,0.6724993971359455,"['attention to detail', 'analytical thinking']",2,Research,0.3978747889975809,0
1,28,1,2,0.5,1,['systems engineering'],"['problem solving', 'time management']","['ai', 'systems engineering']","['problem solving', 'time management', 'customer focus', 'organizational skills', 'collaboration']",7,0.7004868912857354,['problem solving'],1,Support,0.6403408239000147,1
1,29,1,3,0.3333333333333333,2,"['sales', 'product management']","['communication', 'problem solving', 'work ethic']","['ai', 'sales', 'product management']","['communication', 'teamwork', 'problem solving', 'leadership', 'customer focus', 'analytical thinking', 'work ethic', 'growth mindset']",11,0.6660646732044205,"['problem solving', 'analytical thinking']",2,Business,0.49969900326887695,0
1,30,3,5,0.6,2,"['accounting', 'microsoft office']","['problem solving', 'adaptability']","['data analysis', 'ai', 'financial analysis', 'accounting', 'microsoft office']","['problem solving', 'customer focus', 'adaptability', 'analytical thinking', 'growth mindset']",10,0.6501957045391966,"['problem solving', 'analytical thinking']",2,Business,0.6250978522695982,1
1,31,1,1,1.0,0,[],[],['reporting'],['teamwork'],2,0.8609781672590802,[],0,Administrative,0.9165869003554481,1
1,32,1,3,0.3333333333333333,2,"['systems engineering', 'microsoft office']","['problem solving', 'time management', 'attention to detail', 'work ethic']","['ai', 'systems engineering', 'microsoft office']","['teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills', 'work ethic', 'growth mindset']",12,0.7007750167264157,"['problem solving', 'attention to detail']",2,Support,0.590542511708491,0
1,33,3,6,0.5,3,"['software development', 'testing', 'product management']","['problem solving', 'time management', 'attention to detail', 'work ethic']","['software development', 'testing', 'ai', 'reporting', 'product management', 'project management']","['teamwork', 'problem solving', 'time management', 'attention to detail', 'organizational skills', 'analytical thinking', 'work ethic', 'growth mindset']",14,0.6565297892224811,"['problem solving', 'attention to detail', 'analytical thinking']",3,IT,0.5469589367667442,0
1,34,4,7,0.5714285714285714,3,"['systems engineering', 'operations management', 'microsoft office']","['problem solving', 'time management', 'attention to detail']","['ai', 'reporting', 'systems engineering', 'operations management', 'project management', 'microsoft office', 'human resources']","['problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills', 'collaboration', 'growth mindset']",15,0.6781074184061333,"['problem solving', 'attention to detail']",2,Administrative,0.6354358796151085,1
1,35,4,8,0.5,4,"['systems engineering', 'sales', 'microsoft office', 'crm systems']","['communication', 'problem solving', 'time management', 'attention to detail']","['ai', 'reporting', 'systems engineering', 'financial analysis', 'sales', 'project management', 'microsoft office', 'crm systems']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'analytical thinking', 'collaboration', 'growth mindset']",18,0.6563524716071895,"['problem solving', 'attention to detail', 'analytical thinking']",3,Support,0.6094467301250326,1
1,36,2,4,0.5,2,"['sales', 'marketing']",['time management'],"['ai', 'financial analysis', 'sales', 'marketing']","['teamwork', 'leadership', 'time management', 'customer focus', 'organizational skills', 'collaboration', 'growth mindset']",11,0.7518622126180942,[],0,Operations,0.6259311063090471,1
1,37,4,10,0.4,6,"['software development', 'systems engineering', 'networking', 'operations management', 'microsoft office', 'technology platforms']","['problem solving', 'time management', 'adaptability']","['software development', 'ai', 'systems engineering', 'networking', 'financial analysis', 'operations management', 'project management', 'microsoft office', 'technology platforms', 'human resources']","['teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'adaptability', 'analytical thinking', 'collaboration', 'growth mindset']",19,0.6922382025936574,"['problem solving', 'analytical thinking']",2,IT,0.4876714607780972,0
1,38,2,4,0.5,2,"['code', 'operations management']","['problem solving', 'attention to detail']","['code', 'reporting', 'operations management', 'project management']","['problem solving', 'leadership', 'attention to detail', 'organizational skills', 'growth mindset']",9,0.6355656229603591,"['problem solving', 'attention to detail']",2,Engineering,0.5406696868881077,0
1,39,2,4,0.5,2,"['accounting', 'product management']",['attention to detail'],"['ai', 'financial analysis', 'accounting', 'product management']","['teamwork', 'leadership', 'customer focus', 'attention to detail']",8,0.7019667972479188,['attention to detail'],1,Finance,0.5706883790367716,0
1,40,2,4,0.5,2,"['code', 'operations management']","['problem solving', 'attention to detail']","['code', 'reporting', 'operations management', 'project management']","['problem solving', 'leadership', 'attention to detail', 'organizational skills', 'growth mindset']",9,0.6355656229603591,"['problem solving', 'attention to detail']",2,Engineering,0.5406696868881077,0
1,41,1,2,0.5,1,['sales'],"['communication', 'problem solving', 'time management', 'adaptability', 'attention to detail']","['ai', 'sales']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'adaptability', 'attention to detail', 'organizational skills', 'analytical thinking', 'collaboration', 'growth mindset']",14,0.6773307310720176,"['problem solving', 'attention to detail', 'analytical thinking']",3,Business,0.5886653655360088,0
1,42,2,8,0.25,6,"['frameworks', 'code', 'systems engineering', 'sales', 'product management', 'crm systems']","['problem solving', 'attention to detail']","['frameworks', 'code', 'ai', 'reporting', 'systems engineering', 'sales', 'product management', 'crm systems']","['teamwork', 'problem solving', 'leadership', 'customer focus', 'attention to detail', 'organizational skills', 'analytical thinking', 'collaboration', 'growth mindset']",17,0.6579827481129693,"['problem solving', 'attention to detail', 'analytical thinking']",3,Business,0.45399137405648465,0
1,43,2,3,0.6666666666666666,1,['microsoft office'],['attention to detail'],"['ai', 'financial analysis', 'microsoft office']","['customer focus', 'attention to detail']",5,0.6468762512812791,['attention to detail'],1,Business,0.6567714589739728,1
1,44,1,3,0.3333333333333333,2,"['systems engineering', 'product management']",[],"['ai', 'systems engineering', 'product management']","['teamwork', 'customer focus', 'organizational skills', 'analytical thinking', 'growth mindset']",8,0.7050457311160809,['analytical thinking'],1,Support,0.5935320117812566,0
1,45,3,6,0.5,3,"['systems engineering', 'operations management', 'microsoft office']","['time management', 'attention to detail', 'work ethic']","['ai', 'reporting', 'systems engineering', 'operations management', 'microsoft office', 'human resources']","['leadership', 'time management', 'customer focus', 'attention to detail', 'analytical thinking', 'work ethic', 'collaboration']",13,0.6477335863866285,"['attention to detail', 'analytical thinking']",2,Administrative,0.588640151831977,0
1,46,4,7,0.5714285714285714,3,"['software development', 'systems engineering', 'microsoft office']",['time management'],"['software development', 'ai', 'reporting', 'systems engineering', 'financial analysis', 'microsoft office', 'human resources']","['teamwork', 'leadership', 'time management', 'customer focus', 'organizational skills', 'collaboration']",13,0.7509198335015682,[],0,Administrative,0.6791233286723695,1
1,47,1,2,0.5,1,['product management'],"['communication', 'problem solving', 'time management']","['ai', 'product management']","['communication', 'problem solving', 'time management', 'customer focus', 'analytical thinking']",7,0.6118888251815255,"['problem solving', 'analytical thinking']",2,Support,0.5783221776270678,0
1,48,0,2,0.0,2,"['networking', 'sales']",['attention to detail'],"['networking', 'sales']","['customer focus', 'attention to detail', 'analytical thinking']",5,0.5580442677347187,"['attention to detail', 'analytical thinking']",2,Support,0.3906309874143031,0
1,49,3,11,0.2727272727272727,8,"['web development', 'automation', 'systems engineering', 'sales', 'product management', 'operations management', 'microsoft office', 'technology platforms']","['communication', 'problem solving', 'time management', 'adaptability', 'attention to detail', 'work ethic']","['web development', 'automation', 'ai', 'reporting', 'systems engineering', 'financial analysis', 'sales', 'product management', 'operations management', 'microsoft office', 'technology platforms']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'adaptability', 'attention to detail', 'organizational skills', 'work ethic', 'collaboration', 'growth mindset']",23,0.707450303361417,"['problem solving', 'attention to detail']",2,Support,0.5770333941711737,0
1,50,1,3,0.3333333333333333,2,"['operations management', 'microsoft office']","['problem solving', 'attention to detail']","['ai', 'operations management', 'microsoft office']","['problem solving', 'customer focus', 'attention to detail', 'collaboration']",7,0.6313650441239345,"['problem solving', 'attention to detail']",2,Administrative,0.512152359807694,0
1,51,4,8,0.5,4,"['software development', 'systems engineering', 'accounting', 'microsoft office']","['time management', 'attention to detail', 'work ethic']","['software development', 'ai', 'reporting', 'systems engineering', 'financial analysis', 'accounting', 'microsoft office', 'human resources']","['teamwork', 'time management', 'customer focus', 'attention to detail', 'organizational skills', 'work ethic']",14,0.730882000367012,['attention to detail'],1,Administrative,0.6385292002202072,1
1,52,2,7,0.2857142857142857,5,"['cloud computing', 'sales', 'product management', 'operations management', 'microsoft office']","['problem solving', 'time management']","['cloud computing', 'ai', 'reporting', 'sales', 'product management', 'operations management', 'microsoft office']","['teamwork', 'problem solving', 'time management', 'customer focus', 'analytical thinking']",12,0.6557484620223075,"['problem solving', 'analytical thinking']",2,Management,0.48923308268369775,0
1,53,3,5,0.6,2,"['systems engineering', 'accounting']",[],"['ai', 'reporting', 'systems engineering', 'financial analysis', 'accounting']",['leadership'],6,0.6531365191700361,[],0,HR,0.6371955634190252,1
1,54,3,8,0.375,5,"['systems engineering', 'marketing', 'operations management', 'microsoft office', 'crm systems']","['problem solving', 'time management', 'attention to detail', 'work ethic']","['ai', 'systems engineering', 'financial analysis', 'marketing', 'operations management', 'project management', 'microsoft office', 'crm systems']","['teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills', 'work ethic', 'growth mindset']",17,0.7007750167264157,"['problem solving', 'attention to detail']",2,Support,0.603042511708491,1
1,55,1,1,1.0,0,[],['problem solving'],['ai'],"['problem solving', 'leadership', 'customer focus']",4,0.6487157597492917,['problem solving'],1,Support,0.7541010318245042,1
1,56,1,7,0.1428571428571428,6,"['software development', 'testing', 'code', 'engineering', 'systems engineering', 'applications']",['attention to detail'],"['software development', 'testing', 'code', 'ai', 'engineering', 'systems engineering', 'applications']","['leadership', 'attention to detail', 'analytical thinking', 'growth mindset']",11,0.575701297865497,"['attention to detail', 'analytical thinking']",2,IT,0.27271038935964903,0
1,57,1,10,0.1,9,"['software development', 'automation', 'testing', 'frameworks', 'code', 'engineering', 'systems engineering', 'operations management', 'technology platforms']","['communication', 'problem solving', 'attention to detail']","['software development', 'automation', 'testing', 'frameworks', 'code', 'ai', 'engineering', 'systems engineering', 'operations management', 'technology platforms']","['communication', 'teamwork', 'problem solving', 'attention to detail', 'organizational skills', 'growth mindset']",16,0.6712249576576683,"['problem solving', 'attention to detail']",2,Engineering,0.2713674872973005,0
1,58,1,10,0.1,9,"['software development', 'automation', 'testing', 'frameworks', 'code', 'engineering', 'systems engineering', 'operations management', 'technology platforms']","['communication', 'problem solving', 'attention to detail']","['software development', 'automation', 'testing', 'frameworks', 'code', 'ai', 'engineering', 'systems engineering', 'operations management', 'technology platforms']","['communication', 'teamwork', 'problem solving', 'attention to detail', 'organizational skills', 'growth mindset']",16,0.6712249576576683,"['problem solving', 'attention to detail']",2,Engineering,0.2713674872973005,0
1,59,1,10,0.1,9,"['backend development', 'cloud computing', 'testing', 'code', 'engineering', 'systems engineering', 'product management', 'applications', 'technology platforms']","['communication', 'problem solving', 'attention to detail']","['backend development', 'cloud computing', 'testing', 'code', 'ai', 'engineering', 'systems engineering', 'product management', 'applications', 'technology platforms']","['communication', 'teamwork', 'problem solving', 'leadership', 'customer focus', 'attention to detail', 'organizational skills', 'analytical thinking', 'growth mindset']",19,0.6492052426652332,"['problem solving', 'attention to detail', 'analytical thinking']",3,IT,0.2647615727995699,0
1,60,1,6,0.1666666666666666,5,"['software development', 'product management', 'microsoft office', 'applications', 'technology platforms']",['attention to detail'],"['software development', 'product management', 'microsoft office', 'applications', 'technology platforms', 'human resources']","['teamwork', 'customer focus', 'attention to detail', 'organizational skills', 'growth mindset']",11,0.731324047854382,['attention to detail'],1,Engineering,0.33606388102298124,0
1,61,2,10,0.2,8,"['software development', 'backend development', 'web development', 'testing', 'code', 'engineering', 'applications', 'technology platforms']",[],"['software development', 'backend development', 'web development', 'testing', 'code', 'ai', 'engineering', 'project management', 'applications', 'technology platforms']","['teamwork', 'customer focus', 'analytical thinking', 'growth mindset']",14,0.6952138933618458,['analytical thinking'],1,Engineering,0.3485641680085537,0
1,62,5,18,0.2777777777777778,13,"['python', 'software development', 'backend development', 'web development', 'code', 'data science', 'machine learning', 'systems engineering', 'sales', 'marketing', 'product management', 'applications', 'technology platforms']","['problem solving', 'time management', 'adaptability']","['python', 'software development', 'backend development', 'web development', 'code', 'data analysis', 'data science', 'machine learning', 'models', 'systems engineering', 'financial analysis', 'sales', 'marketing', 'product management', 'applications', 'technology platforms', 'recruitment', 'human resources']","['teamwork', 'problem solving', 'time management', 'customer focus', 'adaptability', 'organizational skills', 'analytical thinking', 'collaboration', 'growth mindset']",27,0.7023755984784334,"['problem solving', 'analytical thinking']",2,Engineering,0.4051571239879745,0
1,63,2,7,0.2857142857142857,5,"['software development', 'systems engineering', 'networking', 'operations management', 'technology platforms']",['problem solving'],"['software development', 'ai', 'systems engineering', 'networking', 'operations management', 'technology platforms', 'human resources']","['problem solving', 'collaboration']",9,0.6158538369665898,['problem solving'],1,Operations,0.45078406134043775,0
1,64,4,6,0.6666666666666666,2,"['software development', 'systems engineering']","['communication', 'problem solving', 'time management', 'attention to detail']","['software development', 'ai', 'systems engineering', 'financial analysis', 'project management', 'software tools']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills', 'growth mindset']",15,0.689648885053169,"['problem solving', 'attention to detail']",2,IT,0.6735613321826173,1
1,65,4,11,0.3636363636363636,7,"['software development', 'frameworks', 'systems engineering', 'networking', 'product management', 'applications', 'technology platforms']","['problem solving', 'time management', 'attention to detail']","['software development', 'frameworks', 'ai', 'systems engineering', 'networking', 'product management', 'project management', 'software tools', 'applications', 'technology platforms', 'human resources']","['teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail']",17,0.6772117354955133,"['problem solving', 'attention to detail']",2,IT,0.45770897519410847,0
1,66,2,6,0.3333333333333333,4,"['software development', 'systems engineering', 'networking', 'applications']","['communication', 'problem solving', 'time management', 'attention to detail']","['software development', 'ai', 'reporting', 'systems engineering', 'networking', 'applications']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills', 'collaboration', 'growth mindset']",16,0.6927517497563317,"['problem solving', 'attention to detail']",2,IT,0.4411588582602328,0
1,67,3,6,0.5,3,"['software development', 'networking', 'microsoft office']","['communication', 'problem solving']","['software development', 'ai', 'models', 'networking', 'microsoft office', 'human resources']","['communication', 'teamwork', 'problem solving', 'customer focus']",10,0.6989172275980224,['problem solving'],1,IT,0.5596751682794067,0
1,68,2,8,0.25,6,"['software development', 'systems engineering', 'networking', 'microsoft office', 'applications', 'technology platforms']","['problem solving', 'adaptability']","['software development', 'ai', 'systems engineering', 'networking', 'microsoft office', 'applications', 'technology platforms', 'recruitment']","['teamwork', 'problem solving', 'leadership', 'customer focus', 'adaptability', 'analytical thinking', 'collaboration', 'growth mindset']",16,0.6857213426512369,"['problem solving', 'analytical thinking']",2,IT,0.380716402795371,0
1,69,4,10,0.4,6,"['software development', 'web development', 'systems engineering', 'networking', 'microsoft office', 'technology platforms']",['adaptability'],"['software development', 'web development', 'ai', 'reporting', 'systems engineering', 'networking', 'microsoft office', 'software tools', 'technology platforms', 'recruitment']","['teamwork', 'leadership', 'customer focus', 'adaptability', 'collaboration', 'growth mindset']",16,0.7657267164533189,[],0,Engineering,0.5097180149359957,0
1,70,1,3,0.3333333333333333,2,"['networking', 'operations management']",['problem solving'],"['networking', 'operations management', 'project management']",['problem solving'],4,0.511030141848384,['problem solving'],1,IT,0.3866423758878485,0
1,71,2,7,0.2857142857142857,5,"['engineering', 'networking', 'operations management', 'microsoft office', 'technology platforms']","['communication', 'time management', 'adaptability']","['ai', 'engineering', 'networking', 'operations management', 'microsoft office', 'technology platforms', 'recruitment']","['communication', 'teamwork', 'leadership', 'time management', 'adaptability', 'analytical thinking', 'collaboration']",14,0.6887566512861424,['analytical thinking'],1,IT,0.4066269953858427,0
1,72,3,13,0.2307692307692307,10,"['python', 'software development', 'automation', 'frameworks', 'machine learning', 'engineering', 'systems engineering', 'operations management', 'applications', 'technology platforms']","['communication', 'problem solving', 'time management']","['python', 'software development', 'automation', 'frameworks', 'machine learning', 'ai', 'engineering', 'systems engineering', 'operations management', 'project management', 'software tools', 'applications', 'technology platforms']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'organizational skills', 'analytical thinking', 'growth mindset']",22,0.6750498201985573,"['problem solving', 'analytical thinking']",2,IT,0.3640534075980287,0
1,73,5,13,0.3846153846153846,8,"['cloud computing', 'automation', 'code', 'engineering', 'networking', 'operations management', 'microsoft office', 'technology platforms']","['problem solving', 'adaptability', 'attention to detail']","['cloud computing', 'automation', 'code', 'ai', 'models', 'engineering', 'networking', 'financial analysis', 'operations management', 'project management', 'microsoft office', 'software tools', 'technology platforms']","['teamwork', 'problem solving', 'leadership', 'customer focus', 'adaptability', 'attention to detail', 'organizational skills', 'analytical thinking', 'collaboration', 'growth mindset']",23,0.6741915707676019,"['problem solving', 'attention to detail', 'analytical thinking']",3,IT,0.47148824046104976,0
1,74,3,12,0.25,9,"['python', 'software development', 'cloud computing', 'automation', 'systems engineering', 'networking', 'microsoft office', 'applications', 'technology platforms']","['communication', 'problem solving', 'time management', 'adaptability']","['python', 'software development', 'cloud computing', 'automation', 'ai', 'reporting', 'systems engineering', 'networking', 'project management', 'microsoft office', 'applications', 'technology platforms']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'adaptability', 'analytical thinking', 'collaboration']",21,0.6793674798978707,"['problem solving', 'analytical thinking']",2,IT,0.3788102439693612,0
1,75,3,10,0.3,7,"['engineering', 'systems engineering', 'networking', 'product management', 'microsoft office', 'applications', 'technology platforms']","['communication', 'problem solving', 'time management', 'adaptability', 'attention to detail', 'work ethic']","['ai', 'engineering', 'systems engineering', 'networking', 'product management', 'project management', 'microsoft office', 'software tools', 'applications', 'technology platforms']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'adaptability', 'attention to detail', 'organizational skills', 'work ethic', 'collaboration', 'growth mindset']",22,0.707450303361417,"['problem solving', 'attention to detail']",2,IT,0.4222350910084251,0
1,76,6,17,0.3529411764705882,11,"['python', 'cloud computing', 'automation', 'frameworks', 'machine learning', 'engineering', 'systems engineering', 'networking', 'operations management', 'microsoft office', 'technology platforms']","['communication', 'problem solving', 'time management', 'adaptability', 'attention to detail', 'work ethic']","['python', 'cloud computing', 'automation', 'frameworks', 'data analysis', 'machine learning', 'ai', 'reporting', 'engineering', 'systems engineering', 'networking', 'operations management', 'project management', 'microsoft office', 'software tools', 'technology platforms', 'human resources']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'adaptability', 'attention to detail', 'analytical thinking', 'work ethic', 'collaboration', 'growth mindset']",29,0.677117571570465,"['problem solving', 'attention to detail', 'analytical thinking']",3,IT,0.4501940950005512,0
1,77,1,2,0.5,1,['engineering'],['time management'],"['ai', 'engineering']","['leadership', 'time management']",4,0.6987548006515287,[],0,Engineering,0.5596264401954586,0
