cv_id,jd_id,matched_weight,required_weight,match_ratio,missing_required_skills_count,missing_hard_skills,missing_soft_skills,required_hard_skills,required_soft_skills,required_skill_count,soft_skill_match_score,missing_soft_skills_new,missing_soft_skills_count_new,domain,final_score,target,video_id,feat_95,feat_69,feat_125,feat_20,feat_91,feat_68,feat_117,feat_76,feat_11,feat_88,feat_94,feat_27,feat_82,feat_78,feat_8
1,11,1,3,0.3333333333333333,2,"['networking', 'sales']",['attention to detail'],"['ai', 'networking', 'sales']","['customer focus', 'attention to detail', 'analytical thinking']",6,0.5580442677347187,"['attention to detail', 'analytical thinking']",2,Support,0.490630987414303,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,12,0,0,0.0,0,[],[],[],[],0,0.0,[],0,Finance,0.0,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,13,3,8,0.375,5,"['systems engineering', 'sales', 'microsoft office', 'crm systems', 'applications']",['problem solving'],"['ai', 'reporting', 'systems engineering', 'sales', 'project management', 'microsoft office', 'crm systems', 'applications']","['teamwork', 'problem solving', 'leadership', 'customer focus', 'analytical thinking', 'growth mindset']",14,0.6575037057443005,"['problem solving', 'analytical thinking']",2,Business,0.5162518528721503,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,14,3,5,0.6,2,"['software development', 'engineering']","['communication', 'adaptability']","['software development', 'ai', 'engineering', 'project management', 'software tools']","['communication', 'teamwork', 'adaptability', 'organizational skills']",9,0.766775551776642,[],0,Creative,0.7250816638324815,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,15,2,5,0.4,3,"['sales', 'product management', 'microsoft office']","['communication', 'time management', 'attention to detail', 'work ethic']","['ai', 'reporting', 'sales', 'product management', 'microsoft office']","['communication', 'teamwork', 'leadership', 'time management', 'attention to detail', 'analytical thinking', 'work ethic', 'growth mindset']",13,0.6614564490029562,"['attention to detail', 'analytical thinking']",2,Business,0.5307282245014782,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,16,4,6,0.6666666666666666,2,"['systems engineering', 'accounting']","['problem solving', 'work ethic']","['data analysis', 'ai', 'reporting', 'systems engineering', 'financial analysis', 'accounting']","['teamwork', 'problem solving', 'leadership', 'customer focus', 'organizational skills', 'analytical thinking', 'work ethic', 'collaboration', 'growth mindset']",15,0.6835431129775568,"['problem solving', 'analytical thinking']",2,Finance,0.6725734228754782,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,17,4,6,0.6666666666666666,2,"['sales', 'product management']","['communication', 'problem solving', 'time management', 'attention to detail', 'work ethic']","['ai', 'financial analysis', 'sales', 'product management', 'project management', 'human resources']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills', 'analytical thinking', 'work ethic', 'collaboration', 'growth mindset']",18,0.6708094138599421,"['problem solving', 'attention to detail', 'analytical thinking']",3,Creative,0.6697737270616232,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,18,3,5,0.6,2,"['accounting', 'microsoft office']",[],"['ai', 'reporting', 'financial analysis', 'accounting', 'microsoft office']",['leadership'],6,0.6531365191700361,[],0,Finance,0.6185977817095126,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,19,1,3,0.3333333333333333,2,"['sales', 'product management']","['communication', 'problem solving', 'work ethic']","['ai', 'sales', 'product management']","['communication', 'teamwork', 'problem solving', 'leadership', 'customer focus', 'analytical thinking', 'work ethic', 'growth mindset']",11,0.6660646732044205,"['problem solving', 'analytical thinking']",2,Business,0.4996990032688769,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,20,2,8,0.25,6,"['testing', 'systems engineering', 'networking', 'sales', 'product management', 'operations management']","['problem solving', 'attention to detail']","['testing', 'ai', 'systems engineering', 'networking', 'financial analysis', 'sales', 'product management', 'operations management']","['teamwork', 'problem solving', 'customer focus', 'attention to detail', 'organizational skills', 'collaboration', 'growth mindset']",15,0.6983325590292987,"['problem solving', 'attention to detail']",2,Business,0.4741662795146493,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,21,3,4,0.75,1,['operations management'],"['communication', 'attention to detail']","['ai', 'operations management', 'recruitment', 'human resources']","['communication', 'teamwork', 'attention to detail', 'organizational skills']",8,0.6897007791950938,['attention to detail'],1,HR,0.7077905454365656,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,22,1,1,1.0,0,[],['time management'],['ai'],"['leadership', 'time management']",3,0.6987548006515287,[],0,Administrative,0.8192528803909173,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,23,2,5,0.4,3,"['code', 'engineering', 'microsoft office']",['attention to detail'],"['code', 'engineering', 'project management', 'microsoft office', 'human resources']","['teamwork', 'leadership', 'attention to detail', 'collaboration']",9,0.6866410257117539,['attention to detail'],1,Engineering,0.4859923077135261,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,24,6,6,1.0,0,[],[],"['data analysis', 'ai', 'models', 'reporting', 'financial analysis', 'project management']","['leadership', 'analytical thinking']",8,0.5167584099058169,['analytical thinking'],1,Finance,0.830865443467036,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,25,1,5,0.2,4,"['software development', 'systems engineering', 'operations management', 'microsoft office']","['problem solving', 'time management', 'attention to detail']","['software development', 'ai', 'systems engineering', 'operations management', 'microsoft office']","['teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills']",12,0.6868062135865858,"['problem solving', 'attention to detail']",2,Support,0.54076434951061,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,26,4,10,0.4,6,"['backend development', 'web development', 'code', 'systems engineering', 'applications', 'technology platforms']","['problem solving', 'adaptability', 'attention to detail']","['backend development', 'web development', 'code', 'ai', 'systems engineering', 'financial analysis', 'project management', 'applications', 'technology platforms', 'human resources']","['teamwork', 'problem solving', 'leadership', 'customer focus', 'adaptability', 'attention to detail', 'analytical thinking', 'collaboration', 'growth mindset']",19,0.6663936250603332,"['problem solving', 'attention to detail', 'analytical thinking']",3,Engineering,0.4799180875180999,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,27,1,4,0.25,3,"['sales', 'microsoft office', 'applications']","['communication', 'attention to detail']","['sales', 'project management', 'microsoft office', 'applications']","['communication', 'teamwork', 'leadership', 'customer focus', 'attention to detail', 'organizational skills', 'analytical thinking', 'collaboration', 'growth mindset']",13,0.6724993971359455,"['attention to detail', 'analytical thinking']",2,Research,0.3978747889975809,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,28,1,2,0.5,1,['systems engineering'],"['problem solving', 'time management']","['ai', 'systems engineering']","['problem solving', 'time management', 'customer focus', 'organizational skills', 'collaboration']",7,0.7004868912857354,['problem solving'],1,Support,0.6403408239000147,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,29,1,3,0.3333333333333333,2,"['sales', 'product management']","['communication', 'problem solving', 'work ethic']","['ai', 'sales', 'product management']","['communication', 'teamwork', 'problem solving', 'leadership', 'customer focus', 'analytical thinking', 'work ethic', 'growth mindset']",11,0.6660646732044205,"['problem solving', 'analytical thinking']",2,Business,0.4996990032688769,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,30,3,5,0.6,2,"['accounting', 'microsoft office']","['problem solving', 'adaptability']","['data analysis', 'ai', 'financial analysis', 'accounting', 'microsoft office']","['problem solving', 'customer focus', 'adaptability', 'analytical thinking', 'growth mindset']",10,0.6501957045391966,"['problem solving', 'analytical thinking']",2,Business,0.6250978522695982,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,31,1,1,1.0,0,[],[],['reporting'],['teamwork'],2,0.8609781672590802,[],0,Administrative,0.916586900355448,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,32,1,3,0.3333333333333333,2,"['systems engineering', 'microsoft office']","['problem solving', 'time management', 'attention to detail', 'work ethic']","['ai', 'systems engineering', 'microsoft office']","['teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills', 'work ethic', 'growth mindset']",12,0.7007750167264157,"['problem solving', 'attention to detail']",2,Support,0.590542511708491,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,33,3,6,0.5,3,"['software development', 'testing', 'product management']","['problem solving', 'time management', 'attention to detail', 'work ethic']","['software development', 'testing', 'ai', 'reporting', 'product management', 'project management']","['teamwork', 'problem solving', 'time management', 'attention to detail', 'organizational skills', 'analytical thinking', 'work ethic', 'growth mindset']",14,0.6565297892224811,"['problem solving', 'attention to detail', 'analytical thinking']",3,IT,0.5469589367667442,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,34,4,7,0.5714285714285714,3,"['systems engineering', 'operations management', 'microsoft office']","['problem solving', 'time management', 'attention to detail']","['ai', 'reporting', 'systems engineering', 'operations management', 'project management', 'microsoft office', 'human resources']","['problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'organizational skills', 'collaboration', 'growth mindset']",15,0.6781074184061333,"['problem solving', 'attention to detail']",2,Administrative,0.6354358796151085,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,35,4,8,0.5,4,"['systems engineering', 'sales', 'microsoft office', 'crm systems']","['communication', 'problem solving', 'time management', 'attention to detail']","['ai', 'reporting', 'systems engineering', 'financial analysis', 'sales', 'project management', 'microsoft office', 'crm systems']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'attention to detail', 'analytical thinking', 'collaboration', 'growth mindset']",18,0.6563524716071895,"['problem solving', 'attention to detail', 'analytical thinking']",3,Support,0.6094467301250326,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,36,2,4,0.5,2,"['sales', 'marketing']",['time management'],"['ai', 'financial analysis', 'sales', 'marketing']","['teamwork', 'leadership', 'time management', 'customer focus', 'organizational skills', 'collaboration', 'growth mindset']",11,0.7518622126180942,[],0,Operations,0.6259311063090471,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,37,4,10,0.4,6,"['software development', 'systems engineering', 'networking', 'operations management', 'microsoft office', 'technology platforms']","['problem solving', 'time management', 'adaptability']","['software development', 'ai', 'systems engineering', 'networking', 'financial analysis', 'operations management', 'project management', 'microsoft office', 'technology platforms', 'human resources']","['teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'adaptability', 'analytical thinking', 'collaboration', 'growth mindset']",19,0.6922382025936574,"['problem solving', 'analytical thinking']",2,IT,0.4876714607780972,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,38,2,4,0.5,2,"['code', 'operations management']","['problem solving', 'attention to detail']","['code', 'reporting', 'operations management', 'project management']","['problem solving', 'leadership', 'attention to detail', 'organizational skills', 'growth mindset']",9,0.6355656229603591,"['problem solving', 'attention to detail']",2,Engineering,0.5406696868881077,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,39,2,4,0.5,2,"['accounting', 'product management']",['attention to detail'],"['ai', 'financial analysis', 'accounting', 'product management']","['teamwork', 'leadership', 'customer focus', 'attention to detail']",8,0.7019667972479188,['attention to detail'],1,Finance,0.5706883790367716,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,40,2,4,0.5,2,"['code', 'operations management']","['problem solving', 'attention to detail']","['code', 'reporting', 'operations management', 'project management']","['problem solving', 'leadership', 'attention to detail', 'organizational skills', 'growth mindset']",9,0.6355656229603591,"['problem solving', 'attention to detail']",2,Engineering,0.5406696868881077,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,41,1,2,0.5,1,['sales'],"['communication', 'problem solving', 'time management', 'adaptability', 'attention to detail']","['ai', 'sales']","['communication', 'teamwork', 'problem solving', 'leadership', 'time management', 'customer focus', 'adaptability', 'attention to detail', 'organizational skills', 'analytical thinking', 'collaboration', 'growth mindset']",14,0.6773307310720176,"['problem solving', 'attention to detail', 'analytical thinking']",3,Business,0.5886653655360088,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,42,2,8,0.25,6,"['frameworks', 'code', 'systems engineering', 'sales', 'product management', 'crm systems']","['problem solving', 'attention to detail']","['frameworks', 'code', 'ai', 'reporting', 'systems engineering', 'sales', 'product management', 'crm systems']","['teamwork', 'problem solving', 'leadership', 'customer focus', 'attention to detail', 'organizational skills', 'analytical thinking', 'collaboration', 'growth mindset']",17,0.6579827481129693,"['problem solving', 'attention to detail', 'analytical thinking']",3,Business,0.4539913740564846,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,43,2,3,0.6666666666666666,1,['microsoft office'],['attention to detail'],"['ai', 'financial analysis', 'microsoft office']","['customer focus', 'attention to detail']",5,0.6468762512812791,['attention to detail'],1,Business,0.6567714589739728,1,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
1,44,1,3,0.3333333333333333,2,"['systems engineering', 'product management']",[],"['ai', 'systems engineering', 'product management']","['teamwork', 'customer focus', 'organizational skills', 'analytical thinking', 'growth mindset']",8,0.7050457311160809,['analytical thinking'],1,Support,0.5935320117812566,0,1,-1.3226324319839478,1.4061552286148071,-2.846429347991944,1.2914727926254272,-0.7073663473129272,3.22931170463562,-2.39766526222229,-0.3225471079349518,-1.2558740377426147,0.5403117537498474,2.045106172561645,1.9222787618637085,-1.7558199167251587,-1.3974193334579468,-2.1429667472839355
